Date,Open,High,Low,Close,Adj Close,Volume
2010-11-25,56.487099,57.018501,56.398499,56.801998,42.570808,2083598
2010-11-26,56.487099,56.939701,55.975300,56.683899,42.482296,2254658
2010-11-29,56.664200,57.028301,55.168400,55.168400,41.346489,2833724
2010-11-30,55.306099,55.601398,54.341702,55.060101,41.265324,3284884
2010-12-01,55.473400,56.368999,55.188000,56.270599,42.172543,3226696
2010-12-02,56.378799,56.437901,55.296299,56.191799,42.113483,3088417
2010-12-03,56.575600,56.575600,55.709599,56.211498,42.128250,2197606
2010-12-06,56.437901,56.742901,55.886799,56.664200,42.467529,2118151
2010-12-07,57.185799,58.032101,57.175900,57.195599,42.865791,3636875
2010-12-08,57.077499,57.933701,56.900398,57.687599,43.234524,2070025
2010-12-09,58.160000,58.228901,56.949600,57.353100,42.983833,2884657
2010-12-10,57.559700,57.628601,57.018501,57.166100,42.843681,1749253
2010-12-13,56.998798,57.215302,56.309898,56.388599,42.260975,2356118
2010-12-14,56.300098,56.605099,55.906399,56.122898,42.061840,2360228
2010-12-15,55.906399,56.083599,55.266800,56.024502,41.988102,2559925
2010-12-16,55.886799,55.985199,55.512798,55.768700,41.796387,1913869
2010-12-17,56.024502,56.024502,55.365200,55.552200,41.634136,6125953
2010-12-20,55.778500,56.260700,55.384899,55.483299,41.582493,2272936
2010-12-21,55.650600,56.142601,55.483299,55.827702,41.840611,1961871
2010-12-22,55.749001,56.300098,55.749001,55.867100,41.870132,1329191
2010-12-23,56.103298,56.103298,55.375000,55.621101,41.685772,887909
2010-12-27,55.758801,55.847401,54.115398,54.981400,41.206333,1135095
2010-12-28,54.823898,55.207699,54.607399,54.833801,41.095722,724065
2010-12-29,55.109299,55.375000,54.823898,54.971500,41.198921,981948
2010-12-30,55.099499,55.158501,53.977600,54.420502,40.785969,1211095
2011-01-03,54.420502,54.942001,53.839802,53.997299,40.468796,1862926
2011-01-04,53.997299,53.997299,53.357601,53.436401,40.048424,2794435
2011-01-05,53.338001,53.593800,52.698299,53.328098,39.967255,4235470
2011-01-06,53.633202,55.365200,53.564301,54.833801,41.095722,4217047
2011-01-07,54.833801,55.601398,54.587700,54.617298,40.933460,2676142
2011-01-10,54.430302,54.459801,53.387199,53.436401,40.048424,2639404
2011-01-11,53.456001,53.702099,52.806499,53.456001,40.063110,3679097
2011-01-12,53.584000,55.060101,53.456001,55.060101,41.265324,3448979
2011-01-13,54.971500,55.050301,54.203999,54.637001,40.948223,3180837
2011-01-14,54.223598,54.774700,53.593800,54.518902,40.859715,2839362
2011-01-17,54.764900,54.991199,54.194099,54.420502,40.785969,1735545
2011-01-18,54.823898,55.306099,54.577900,55.306099,41.449688,2951819
2011-01-19,55.443901,55.975300,53.839802,54.715698,41.007206,5317969
2011-01-20,54.538601,54.902699,53.406799,53.544601,40.129513,3684590
2011-01-21,53.564301,53.790600,53.249401,53.593800,40.166386,4668775
2011-01-24,53.377300,53.613499,53.170700,53.308399,39.952488,2560967
2011-01-25,53.308399,53.849701,53.229698,53.633202,40.195919,2913124
2011-01-26,53.977600,54.686199,53.957901,54.253201,40.660580,3144810
2011-01-27,53.711899,54.174400,53.308399,53.643002,40.203266,2820400
2011-01-28,53.613499,53.810299,52.708099,52.708099,39.502590,3259272
2011-01-31,52.757301,53.416698,52.314499,53.003399,39.723904,2810828
2011-02-01,53.209999,53.623299,52.786900,53.318298,39.959908,3934025
2011-02-02,53.062401,53.672501,53.062401,53.485600,40.085297,3182820
2011-02-03,53.141102,53.731602,53.141102,53.298599,39.945145,2951124
2011-02-04,53.239498,53.977600,53.160801,53.977600,40.454037,2553552
2011-02-07,53.918598,54.331902,53.465900,53.633202,40.195919,2390922
2011-02-08,53.298599,54.784599,53.278900,54.715698,41.007206,3456081
2011-02-09,54.587700,54.971500,54.144901,54.420502,40.785969,1906361
2011-02-10,54.292500,54.912498,54.026798,54.814098,41.080944,2328681
2011-02-11,54.764900,55.050301,54.469700,54.695999,40.992443,2464762
2011-02-14,55.188000,55.306099,54.784599,55.040401,41.250565,1992694
